iter	RMSE
0	0.01078935078
1	0.01062052468
2	0.01045660191
3	0.01027003062
4	0.01011650273
5	0.009935153182
6	0.009794621512
7	0.009675637674
8	0.009553475408
9	0.009482917228
10	0.009368185348
11	0.009260195785
12	0.009178315179
13	0.00907972757
14	0.008978736239
15	0.008889314567
16	0.008820950328
17	0.008743721973
18	0.008691846466
19	0.008611282799
20	0.008573783872
21	0.00849382732
22	0.008434634244
23	0.008379421421
24	0.008308638775
25	0.0082358568
26	0.008153607011
27	0.008092521284
28	0.008039245855
29	0.007999714543
30	0.007950481542
31	0.007924510326
32	0.007865701063
33	0.007800217912
34	0.00777100245
35	0.007708973623
36	0.00765720527
37	0.007640557899
38	0.007605451413
39	0.007542690492
40	0.00748413742
41	0.007440657458
42	0.007403068513
43	0.007345119653
44	0.007322726284
45	0.007276412602
46	0.007253271006
47	0.007212943447
48	0.007189175994
49	0.007143008768
50	0.007114682815
51	0.007074490817
52	0.007008832323
53	0.006978073497
54	0.00695388182
55	0.006910434921
56	0.006878907014
57	0.006826552859
58	0.006751540628
59	0.006722295363
60	0.006674885841
61	0.006643965301
62	0.006607146753
63	0.006567664526
64	0.006526857517
65	0.00649400134
66	0.006443012653
67	0.006411034471
68	0.006389577452
69	0.006371263965
70	0.006351657636
71	0.006292086117
72	0.006263563589
73	0.006243912161
74	0.006224808213
75	0.006184624125
76	0.00611876811
77	0.006099189564
78	0.006083666111
79	0.006071298686
80	0.006038441728
81	0.006025507263
82	0.006016336282
83	0.005994351664
84	0.005960891457
85	0.005949296168
86	0.00593440392
87	0.005919213054
88	0.005875732798
89	0.005835577409
90	0.005791250615
91	0.005750563952
92	0.005734685173
93	0.005677016311
94	0.005641549272
95	0.005622257797
96	0.005599179648
97	0.005584592552
98	0.00555888523
99	0.005524628728
100	0.005514133425
101	0.005469475174
102	0.005435642399
103	0.005411332356
104	0.005383669274
105	0.005366460926
106	0.005316335701
107	0.005307642585
108	0.005255639311
109	0.005226270308
110	0.005201193844
111	0.005191236749
112	0.005163713405
113	0.00512855432
114	0.005093747087
115	0.005070109737
116	0.005059076089
117	0.00504689274
118	0.005015449424
119	0.004983123168
120	0.004964633168
121	0.004938791024
122	0.004923963184
123	0.004903316193
124	0.004875033592
125	0.004840812838
126	0.004803588137
127	0.004764029054
128	0.004735240607
129	0.004712981989
130	0.004684672065
131	0.004662276292
132	0.004643880369
133	0.004618552267
134	0.004584392396
135	0.004564878391
136	0.004541273805
137	0.004507221056
138	0.004493285302
139	0.004469608297
140	0.004441238253
141	0.00441546564
142	0.004398269053
143	0.004382778648
144	0.004364073319
145	0.004356079547
146	0.004329178168
147	0.004319879405
148	0.004301916674
149	0.004285027977
150	0.00427190746
151	0.004248484107
152	0.00423821147
153	0.004213005887
154	0.004188632473
155	0.004161654834
156	0.004144357189
157	0.004129675771
158	0.00411944232
159	0.004101064598
160	0.004082159562
161	0.004071286471
162	0.004060119723
163	0.004031396537
164	0.004020100431
165	0.00400448734
166	0.003990212362
167	0.003979509071
168	0.003958186261
169	0.003944369657
170	0.003926887413
171	0.003909890885
172	0.003901714106
173	0.003885602612
174	0.003862334859
175	0.003854315467
176	0.003840509203
177	0.003824031231
178	0.003800361385
179	0.003780861647
180	0.003755495269
181	0.003740598285
182	0.003724994582
183	0.00370724362
184	0.003684167228
185	0.00367776566
186	0.003652222793
187	0.003645236819
188	0.003625326752
189	0.003612825891
190	0.003595501527
191	0.003576741522
192	0.003559714896
193	0.003549547241
194	0.003533077251
195	0.003521075052
196	0.003497848982
197	0.003471569216
198	0.003467778157
199	0.00345204034
200	0.003430286181
201	0.003426355882
202	0.003416541228
203	0.00338799758
204	0.003364483976
205	0.00334562995
206	0.003333863356
207	0.003328070784
208	0.003322900315
209	0.003300935362
210	0.003287480805
211	0.003282756466
212	0.003276049132
213	0.003261439818
214	0.003250639242
215	0.003235044131
216	0.003223176311
217	0.003203911503
218	0.003184674856
219	0.003177170895
220	0.003174177542
221	0.003165166159
222	0.003148234314
223	0.003134904624
224	0.003123717033
225	0.003121711907
226	0.003109671757
227	0.003090852807
228	0.003083989671
229	0.003066821688
230	0.003056538912
231	0.003049590518
232	0.003038060341
233	0.003023870264
234	0.003019345352
235	0.003016895532
236	0.003004672377
237	0.002985264209
238	0.002978511567
239	0.002967740347
240	0.002963835915
241	0.002957571972
242	0.002947363243
243	0.002939202298
244	0.002933787995
245	0.00291477155
246	0.002911785911
247	0.002902157859
248	0.00288824169
249	0.002881598388
250	0.002871039472
251	0.002869255865
252	0.002859529317
253	0.002854419371
254	0.002852937363
255	0.002847350533
256	0.002841205022
257	0.002824012584
258	0.002815413067
259	0.00280682265
260	0.002804854903
261	0.002793835048
262	0.002790732416
263	0.002787061611
264	0.002780580221
265	0.002759145962
266	0.002744646876
267	0.002736023561
268	0.002724569686
269	0.0027165333
270	0.002715924811
271	0.002709942611
272	0.002703919695
273	0.00268672612
274	0.002677129285
275	0.002671492577
276	0.002662830297
277	0.00265518084
278	0.002647110847
279	0.002640586002
280	0.002638579785
281	0.002627693636
282	0.002621209468
283	0.002613226935
284	0.002611939466
285	0.002595407608
286	0.002575250357
287	0.002569622233
288	0.002563388243
289	0.002556075271
290	0.002551215257
291	0.002531075345
292	0.002525233725
293	0.002510618938
294	0.002504811535
295	0.002493497657
296	0.002488861749
297	0.002476972465
298	0.002460391149
299	0.002451993914
300	0.002435667124
301	0.002430901648
302	0.002423784724
303	0.00241120899
304	0.002395052055
305	0.002387837988
306	0.002383335356
307	0.002373736441
308	0.002369507974
309	0.002364321918
310	0.002358652556
311	0.002354414268
312	0.002344368765
313	0.002335638896
314	0.002326820313
315	0.002323961114
316	0.002315721201
317	0.002313547979
318	0.002310333808
319	0.002303135248
320	0.00229714779
321	0.002292508642
322	0.002280247637
323	0.002272589675
324	0.002271232903
325	0.002263764972
326	0.00224553872
327	0.002239851004
328	0.002236869007
329	0.002232770799
330	0.002226312286
331	0.00221688714
332	0.002211139387
333	0.002209942259
334	0.002204996069
335	0.002204683932
336	0.002202994664
337	0.002194373136
338	0.002182260174
339	0.002178288524
340	0.002171872299
341	0.002164414604
342	0.00215962836
343	0.002151421798
344	0.002138663234
345	0.002134142451
346	0.002125906628
347	0.002121430647
348	0.002113383692
349	0.002108054825
350	0.002088167906
351	0.002083175467
352	0.002074128029
353	0.002069757508
354	0.002064530541
355	0.002053370434
356	0.002049002084
357	0.002041784077
358	0.002039591223
359	0.002033360301
360	0.002027320892
361	0.002022327655
362	0.002017658021
363	0.002013978938
364	0.002009364734
365	0.00200027638
366	0.001993960874
367	0.001983990558
368	0.001978844903
369	0.001973902774
370	0.00195946624
371	0.001947524837
372	0.001944594632
373	0.00193854614
374	0.001932495892
375	0.001929200778
376	0.001925350968
377	0.001914514446
378	0.001899726579
379	0.001893479352
380	0.001891421157
381	0.001882011256
382	0.001878739322
383	0.001870200588
384	0.001864071002
385	0.001859221411
386	0.001853802978
387	0.001849601727
388	0.001846169187
389	0.00184484099
390	0.001832380857
391	0.001824306784
392	0.001818513574
393	0.001809186854
394	0.001806663154
395	0.001796719543
396	0.001790880137
397	0.001781741836
398	0.001774163009
399	0.001763160898
400	0.001756790052
401	0.001751091582
402	0.001747386817
403	0.001744388537
404	0.001740022408
405	0.00173369341
406	0.001728331136
407	0.001722891249
408	0.001718785187
409	0.001712505564
410	0.001707767627
411	0.001700737674
412	0.001693956501
413	0.001684329584
414	0.001677545232
415	0.001669600873
416	0.001667136542
417	0.001659114317
418	0.001651232644
419	0.001645695447
420	0.001642355235
421	0.001634922409
422	0.001628412501
423	0.001622921319
424	0.001619826925
425	0.001616908549
426	0.001612946466
427	0.001605586466
428	0.001600607709
429	0.001592267253
430	0.00158565902
431	0.001582645271
432	0.001576090093
433	0.001572914008
434	0.001567209433
435	0.0015617278
436	0.001559994765
437	0.00155661798
438	0.001550842286
439	0.001546964992
440	0.001545400721
441	0.001541731237
442	0.001537923565
443	0.001534275374
444	0.00152719254
445	0.00152286481
446	0.001519522556
447	0.001511210215
448	0.001505060133
449	0.001499277794
450	0.001494109385
451	0.001492164951
452	0.001488347274
453	0.001483742717
454	0.001478951512
455	0.001476087512
456	0.001473813433
457	0.00147196905
458	0.001466102038
459	0.001463579844
460	0.001457748364
461	0.001454080624
462	0.001453403512
463	0.001450269084
464	0.001447838217
465	0.001445672433
466	0.001442639837
467	0.001437994913
468	0.001433502123
469	0.001425045446
470	0.001422921433
471	0.001418096048
472	0.001408321891
473	0.00140550856
474	0.001399532723
475	0.001394707237
476	0.001391603155
477	0.001388266146
478	0.001382894348
479	0.001380966221
480	0.001378807028
481	0.001373970579
482	0.001372334473
483	0.001369727343
484	0.001364628533
485	0.001361171846
486	0.001358389224
487	0.001347162303
488	0.001342940199
489	0.001340892732
490	0.001335891993
491	0.001333316596
492	0.001327251079
493	0.001324898742
494	0.001322576006
495	0.00132056867
496	0.001316028601
497	0.001313489743
498	0.001308430969
499	0.0013036548
500	0.001301671785
501	0.001299817419
502	0.001297026087
503	0.001294354021
504	0.001293412812
505	0.001289640626
506	0.001284749926
507	0.001283774769
508	0.001279534166
509	0.001276099377
510	0.001271346036
511	0.001269904816
512	0.001267072322
513	0.001264541621
514	0.001258887073
515	0.001253815256
516	0.001250108335
517	0.001246063689
518	0.001239380093
519	0.001234705389
520	0.001229444863
521	0.001226331042
522	0.001221940218
523	0.001217491102
524	0.001215918745
525	0.001208341459
526	0.001206801058
527	0.001205006536
528	0.001200819326
529	0.001196371169
530	0.001193061609
531	0.001189447241
532	0.001183964399
533	0.001179251982
534	0.001177521638
535	0.001170558022
536	0.001168899535
537	0.00116645245
538	0.00116093882
539	0.00115751414
540	0.001153422369
541	0.001151417669
542	0.001147344475
543	0.001142413486
544	0.001138417287
545	0.001137291131
546	0.001134666994
547	0.001130562893
548	0.001129100361
549	0.001126392866
550	0.001124922852
551	0.001123028849
552	0.00112110653
553	0.001118548846
554	0.001115801557
555	0.001113376328
556	0.001108506133
557	0.001103733527
558	0.001098894846
559	0.001096899175
560	0.001096647222
561	0.001095627684
562	0.001090453521
563	0.001086738718
564	0.001083162434
565	0.001081906421
566	0.001079793508
567	0.001077004706
568	0.001075390158
569	0.001074555364
570	0.00107260492
571	0.001067916996
572	0.001066783875
573	0.001060943111
574	0.001057264203
575	0.001056028456
576	0.001052938503
577	0.001051887209
578	0.001046688744
579	0.001044461233
580	0.001041091196
581	0.001038436422
